reporter_iso3,year,hs_cmd,imports_from_china_usd
THA,2019,85,1838044.372
THA,2019,84,15497.11
THA,2019,84,10399.991
THA,2019,84,7962.014
THA,2019,85,11706.393
THA,2019,85,299.349
THA,2019,85,58938.32
THA,2019,84,61.953
THA,2019,84,36.579
THA,2019,84,41114.497
THA,2019,85,1251.399
THA,2019,85,1983.007
THA,2019,85,58938.32
THA,2019,84,16157.779
THA,2019,84,13304.996
THA,2019,84,118187.861
THA,2019,84,14100.224
THA,2019,84,789021451.398
THA,2019,84,2799278.844
THA,2019,84,1520129.323
THA,2019,84,6431.666
THA,2019,84,34593930.595
THA,2019,84,27434113.97
THA,2019,84,360706.926
THA,2019,84,1159926.127
THA,2019,85,5129.449
THA,2019,85,7220.849
THA,2019,85,804791364.832
THA,2019,85,104693.304
THA,2019,85,6949955.108
THA,2019,85,92737.521
THA,2019,84,394100.073
THA,2019,84,581502.115
THA,2019,84,2482027.386
THA,2019,84,268667.586
THA,2019,84,89796.165
THA,2019,85,81671.639
THA,2019,84,19152230.32
THA,2019,85,53750.707
THA,2019,85,9707245.506
THA,2019,84,153239.856
THA,2019,85,161030533.592
THA,2019,85,5793823180.048
THA,2019,85,14005699245.507
THA,2019,84,5337.154
THA,2019,84,69947.913
THA,2019,85,29202.011
THA,2019,85,930.899
THA,2019,85,270.358
THA,2019,84,660968.251
THA,2019,84,641591.283
THA,2019,85,28348.178
THA,2019,85,439277.47
THA,2019,84,14163.763
THA,2019,84,694.564
THA,2019,84,577.474
THA,2019,84,290348.18
THA,2019,84,660.669
THA,2019,84,324.856
THA,2019,84,46724.056
THA,2019,85,3021.496
THA,2019,85,2846.782
THA,2019,85,207.489
THA,2019,84,25501.612
THA,2019,84,788.819
THA,2019,84,120450.942
THA,2019,84,577.474
THA,2019,85,31308.314
THA,2019,85,1357.933
THA,2019,85,50683.338
THA,2019,84,63236336.335
THA,2019,85,3104.155
THA,2019,84,613297.851
THA,2019,85,4183564.501
THA,2019,85,1086673736.342
THA,2019,84,8511127.348
THA,2019,84,265603.553
THA,2019,84,313504.336
THA,2019,84,890579.576
THA,2019,85,50964.458
THA,2019,85,3294.643
THA,2019,85,7220.849
THA,2019,85,55769.776
THA,2019,85,57744348.93
THA,2019,85,2664768820.444
THA,2019,85,269670.468
THA,2019,85,3550785.612
THA,2019,85,3289167171.794
THA,2019,85,9988917.871
THA,2019,84,314141.807
THA,2019,84,13671622.612
THA,2019,84,108450.474
THA,2019,84,1242470.365
THA,2019,84,8017802.457
THA,2019,84,1987266.154
THA,2019,84,400.068
THA,2019,85,100492.635
THA,2019,85,1287132.095
THA,2019,85,66350.523
THA,2019,85,12490472.882
THA,2019,85,37940741.567
THA,2019,85,2593996.92
THA,2019,85,2736.205
THA,2019,85,10234357.194
THA,2019,85,7254.515
THA,2019,84,140046.619
